"","SCR_exp1","SCR_exp2","SCR_exp3","SCR_exp4","GLS_KO_exp1","GLS_KO_exp2","GLS_KO_exp3","GLS_KO_exp4"
"ENSG00000188931",14,26,14,21,35,37,35,28
"ENSG00000103363",4317,3313,6293,2842,3773,3092,3263,3738
"ENSG00000267379",0,0,4,3,3,3,5,2
"ENSG00000124587",718,749,1664,970,1039,877,1180,1262
"ENSG00000286581",0,1,0,0,0,0,0,0
"ENSG00000105656",789,790,1258,808,911,872,941,1104
"ENSG00000233610",0,0,0,0,0,1,0,0
"ENSG00000225695",29,18,54,9,32,14,23,26
"ENSG00000236636",0,0,2,1,0,0,0,2
"ENSG00000261385",0,0,0,0,0,0,1,0
"ENSG00000234354",31,54,108,66,48,40,90,62
"ENSG00000162409",107,187,103,150,255,201,278,230
"ENSG00000310310",0,0,0,0,2,0,0,1
"ENSG00000175746",184,236,170,368,256,250,365,372
"ENSG00000123737",1128,1269,1502,1405,1328,1042,1541,1629
"ENSG00000228973",5,3,8,4,5,16,4,15
"ENSG00000228549",0,0,1,0,0,1,2,1
"ENSG00000160917",950,1108,1416,1071,1015,886,1079,1224
"ENSG00000290911",19,24,13,21,32,50,14,22
"ENSG00000116954",581,579,516,700,806,580,853,935
"ENSG00000135218",2,0,0,0,0,0,0,0
"ENSG00000296197",6,4,4,1,9,4,4,3
"ENSG00000288038",0,0,1,0,1,0,0,0
"ENSG00000134716",5,2,4,4,6,2,2,5
"ENSG00000146276",0,1,0,0,0,0,0,0
"ENSG00000236914",27,29,29,24,32,35,26,24
"ENSG00000267057",52,72,37,62,66,75,79,72
"ENSG00000183671",1,0,0,0,0,0,0,0
"ENSG00000267811",0,0,3,1,3,0,3,2
"ENSG00000235527",6,2,9,9,7,15,8,5
"ENSG00000213087",97,90,160,84,137,116,75,122
"ENSG00000254629",0,0,1,1,0,0,0,0
"ENSG00000220948",4,0,1,0,2,0,0,1
"ENSG00000251630",2,0,0,0,0,0,0,0
"ENSG00000261822",4,11,13,14,13,10,11,18
"ENSG00000227080",0,1,2,1,1,3,0,1
"ENSG00000267065",0,1,1,0,0,0,0,0
"ENSG00000186777",0,0,2,0,3,0,0,2
"ENSG00000197142",2,1,4,5,4,3,20,11
"ENSG00000213414",0,3,14,6,5,3,3,4
"ENSG00000172530",295,355,583,451,428,278,498,548
"ENSG00000259478",0,0,0,0,0,0,1,0
"ENSG00000290085",19,31,32,32,30,21,30,36
"ENSG00000157191",1263,1234,1779,1381,1609,1246,1782,1962
"ENSG00000244378",0,0,0,0,0,1,0,0
"ENSG00000307396",1,4,2,1,1,1,2,5
"ENSG00000160703",600,697,617,497,799,786,502,641
"ENSG00000306538",0,3,2,1,2,2,3,0
"ENSG00000237624",0,3,3,0,4,1,0,0
"ENSG00000119402",1416,1767,1687,1660,1874,1757,1855,2053
"ENSG00000297983",0,0,4,0,0,1,2,3
"ENSG00000304746",1,1,2,0,2,0,3,1
"ENSG00000287439",0,0,0,0,0,0,1,0
"ENSG00000131374",774,1472,830,1406,1468,1436,1429,1636
"ENSG00000256546",39,42,29,25,39,33,20,35
"ENSG00000263756",0,3,12,9,9,3,2,11
"ENSG00000152977",195,252,191,198,256,211,200,226
"ENSG00000138161",0,2,12,8,0,9,2,14
"ENSG00000104883",33,29,15,15,32,27,9,14
"ENSG00000291140",181,188,218,190,211,171,197,220
"ENSG00000289410",0,15,8,14,5,7,9,9
"ENSG00000249509",19,28,10,8,8,15,9,14
"ENSG00000303900",1,1,4,3,1,1,3,1
"ENSG00000299240",1,0,0,2,2,3,2,0
"ENSG00000225639",16,21,42,27,27,15,25,36
"ENSG00000218839",0,0,0,0,1,0,0,2
"ENSG00000213366",219,275,191,191,292,223,255,244
"ENSG00000286760",4,16,5,4,5,10,3,9
"ENSG00000054356",0,0,1,0,1,7,3,1
"ENSG00000184678",13,24,13,12,13,16,26,22
"ENSG00000124145",2897,3005,2672,2116,3797,3366,3383,3658
"ENSG00000105676",2248,2295,5565,3328,3111,2333,3954,4436
"ENSG00000180879",1973,1924,1915,1593,2119,1808,1703,1978
"ENSG00000172590",685,535,1529,689,731,593,931,1114
"ENSG00000220181",0,0,0,0,0,0,0,1
"ENSG00000262703",6,12,4,5,10,11,15,9
"ENSG00000232527",57,73,74,41,60,34,46,64
"ENSG00000166260",982,1080,840,1066,1319,1099,1042,1283
"ENSG00000115380",361,471,1229,1490,683,511,1808,1999
"ENSG00000116983",7,15,6,10,14,20,16,6
"ENSG00000257976",4,2,8,4,4,0,2,1
"ENSG00000260405",0,0,0,0,0,0,0,1
"ENSG00000233040",5,2,12,6,4,3,5,7
"ENSG00000232037",0,0,1,0,2,1,0,0
"ENSG00000225701",1,0,2,4,2,0,2,1
"ENSG00000138134",227,221,236,265,261,261,377,421
"ENSG00000271821",0,0,0,0,2,0,0,0
"ENSG00000163348",1823,2066,2014,1974,2477,2081,2143,2376
"ENSG00000123609",173,163,232,205,230,205,244,266
"ENSG00000309122",0,0,0,0,0,0,1,0
"ENSG00000078304",1957,2128,1624,1636,2384,2035,1905,2176
"ENSG00000246273",149,223,144,177,206,222,178,181
"ENSG00000279030",0,2,1,1,0,0,3,2
"ENSG00000227887",61,30,82,54,53,38,54,92
"ENSG00000308565",0,0,0,1,0,0,0,0
"ENSG00000224114",64,54,88,51,50,44,49,80
"ENSG00000116661",16,26,6,8,14,20,5,6
"ENSG00000270923",4,5,1,4,1,0,1,4
"ENSG00000259624",0,0,1,0,0,0,0,0
"ENSG00000160075",4350,3683,7475,3893,4545,3734,4627,5075
"ENSG00000139116",566,783,411,504,836,726,611,679
"ENSG00000289103",1,0,3,0,3,4,2,5
"ENSG00000281371",0,15,5,0,7,4,0,8
"ENSG00000196639",129,183,130,154,196,147,264,263
"ENSG00000128271",14,14,11,4,7,6,12,5
"ENSG00000272068",101,106,75,51,129,96,99,106
"ENSG00000205644",0,0,0,0,0,0,0,3
"ENSG00000143387",2488,2566,1266,1271,2952,2595,1453,1462
"ENSG00000119537",1661,1883,1439,1644,2149,1726,1976,2167
"ENSG00000267905",0,0,0,1,0,0,0,0
"ENSG00000228477",120,95,249,131,108,108,101,147
"ENSG00000214050",36,58,43,32,57,68,62,61
"ENSG00000178965",1,0,0,0,0,0,2,0
"ENSG00000267565",4,6,6,4,4,2,9,3
"ENSG00000280113",0,0,0,0,0,1,0,0
"ENSG00000129235",2218,1947,2606,1894,2257,1785,2093,2396
"ENSG00000217897",5,6,28,8,10,2,16,22
"ENSG00000197912",1191,1651,2078,1544,1496,1189,1751,2036
"ENSG00000112977",4094,4894,3360,3913,5361,4467,3905,4401
"ENSG00000225674",44,65,119,70,71,51,99,112
"ENSG00000255749",2,4,7,4,2,4,4,8
"ENSG00000197658",0,0,1,0,1,0,0,0
"ENSG00000289990",1,0,3,0,1,1,0,5
"ENSG00000273443",4,12,20,11,8,7,22,14
"ENSG00000303499",0,0,0,0,0,0,1,0
"ENSG00000115602",0,0,0,0,0,0,4,6
"ENSG00000228554",0,1,0,0,0,0,0,0
"ENSG00000143622",594,693,468,519,750,604,713,776
"ENSG00000186399",4,4,2,10,15,7,7,1
"ENSG00000303244",1,0,0,0,0,0,0,0
"ENSG00000235200",0,0,0,0,1,0,0,0
"ENSG00000295157",11,11,1,2,17,10,3,4
"ENSG00000228317",1,0,0,0,0,0,0,0
"ENSG00000170961",113,153,36,60,197,201,60,60
"ENSG00000117400",5,5,4,3,9,3,5,6
"ENSG00000289688",25,37,35,29,61,60,28,42
"ENSG00000250762",0,1,2,1,1,1,5,1
"ENSG00000197213",0,0,4,2,2,5,0,0
"ENSG00000187531",567,578,1189,816,698,483,921,1055
"ENSG00000304812",2,1,1,2,3,2,1,1
"ENSG00000295692",5,1,3,11,3,5,2,3
"ENSG00000120337",0,1,0,1,0,0,0,0
"ENSG00000262966",2,3,1,0,3,1,0,0
"ENSG00000180353",4,10,5,4,1,1,5,2
"ENSG00000127124",1027,1641,1223,1276,1727,1583,1416,1469
"ENSG00000118518",213,232,213,218,224,189,202,251
"ENSG00000198574",41,61,33,53,48,44,74,66
"ENSG00000225762",8,14,1,3,12,7,2,4
"ENSG00000231154",3,17,13,8,10,12,20,15
"ENSG00000309043",2,4,2,4,3,5,3,2
"ENSG00000187801",190,242,222,225,237,215,297,294
"ENSG00000180098",324,352,406,339,401,339,345,443
"ENSG00000296002",0,0,0,0,0,2,0,0
"ENSG00000229528",0,0,2,0,0,0,1,1
"ENSG00000213270",1,0,0,1,1,0,0,2
"ENSG00000116863",721,634,1355,811,897,631,987,1165
"ENSG00000187193",413,320,406,279,450,330,324,386
"ENSG00000295151",0,1,0,1,0,1,0,2
"ENSG00000287093",0,0,0,1,0,0,0,1
"ENSG00000168140",64,36,124,45,61,57,64,83
"ENSG00000276097",1,0,0,0,0,0,1,0
"ENSG00000287934",1,11,3,8,5,2,5,14
"ENSG00000296320",2,1,3,0,2,2,0,0
"ENSG00000296734",4,4,8,6,12,5,6,4
"ENSG00000304119",2,0,2,0,1,2,0,1
"ENSG00000293332",25,25,37,16,27,13,21,28
"ENSG00000169418",3,3,3,2,1,3,3,5
"ENSG00000117016",12,24,12,23,20,21,18,20
"ENSG00000215035",6,5,8,4,4,0,3,9
"ENSG00000204977",746,962,785,893,998,831,1041,1049
"ENSG00000173846",272,338,383,384,386,277,413,549
"ENSG00000272175",1,1,0,0,1,0,0,0
"ENSG00000272145",40,64,48,43,48,47,53,90
"ENSG00000187815",242,238,226,273,292,240,274,321
"ENSG00000301879",1,0,0,0,0,0,0,0
"ENSG00000171540",2,0,0,0,0,0,0,0
"ENSG00000166902",1271,1237,1654,1435,1653,1374,1699,1868
"ENSG00000306600",4,3,2,5,8,6,8,12
"ENSG00000300528",0,0,0,1,0,0,0,0
"ENSG00000232041",1,1,0,0,0,0,0,0
"ENSG00000293102",1,2,0,1,4,0,4,5
"ENSG00000139182",161,204,200,144,224,165,179,224
"ENSG00000162437",376,537,389,492,631,590,621,641
"ENSG00000273302",1,2,1,0,1,2,0,3
"ENSG00000293555",1,1,4,3,1,1,2,1
"ENSG00000151611",91,133,84,88,135,126,118,143
"ENSG00000291137",371,648,767,500,607,466,569,621
"ENSG00000271741",0,52,0,73,81,0,49,63
"ENSG00000126091",166,186,116,116,183,172,109,109
"ENSG00000229097",77,73,164,89,94,69,96,116
"ENSG00000132196",439,483,340,323,548,425,346,379
"ENSG00000168779",381,454,287,331,520,442,347,339
"ENSG00000164253",771,810,788,769,1029,864,753,840
"ENSG00000298818",0,1,0,1,0,0,1,1
"ENSG00000075886",0,2,3,2,1,1,2,2
"ENSG00000132965",0,1,0,0,0,1,1,2
"ENSG00000286486",0,0,0,1,1,0,2,0
"ENSG00000229235",0,0,0,0,0,0,1,0
"ENSG00000290912",157,278,304,303,205,170,294,364
"ENSG00000092148",1337,2148,1725,1854,2386,2172,2423,2618
"ENSG00000257761",0,1,0,0,0,0,2,2
"ENSG00000280707",1,0,1,0,0,0,0,1
"ENSG00000204060",6,6,9,6,11,9,10,9
"ENSG00000257175",3,16,12,8,20,4,9,6
"ENSG00000213673",31,33,79,31,40,35,45,58
"ENSG00000289484",0,0,0,2,0,0,0,0
"ENSG00000298383",5,7,4,13,12,3,22,14
"ENSG00000265984",0,2,0,0,0,0,0,0
"ENSG00000213560",1,2,8,2,6,5,7,8
"ENSG00000272172",5,0,5,1,2,0,1,2
"ENSG00000234567",0,1,0,0,0,0,0,0
"ENSG00000084453",5,5,3,7,14,4,10,3
"ENSG00000139263",341,531,292,392,566,555,479,489
"ENSG00000033122",1,0,3,4,3,1,2,6
"ENSG00000309080",0,5,4,1,0,1,0,3
"ENSG00000255387",16,10,17,9,15,4,7,19
"ENSG00000229601",0,0,1,0,0,0,0,0
"ENSG00000164512",1,1,1,0,0,0,5,7
"ENSG00000227527",0,1,1,0,3,1,0,2
"ENSG00000300559",0,0,2,1,1,2,0,1
"ENSG00000230045",0,0,1,0,0,0,0,0
"ENSG00000302659",0,0,0,0,0,1,0,0
"ENSG00000308454",0,0,0,0,0,0,0,2
"ENSG00000169213",19,31,68,67,58,45,164,184
"ENSG00000156150",6,29,6,9,23,13,16,14
"ENSG00000296268",0,7,1,1,2,5,3,6
"ENSG00000257698",128,112,166,96,123,119,141,182
"ENSG00000249558",3,1,3,5,0,2,4,3
"ENSG00000183513",410,455,285,296,504,342,356,371
"ENSG00000229871",0,0,0,1,0,0,0,0
"ENSG00000297025",1,0,0,0,0,1,0,0
"ENSG00000271590",1,2,4,2,2,0,8,1
"ENSG00000295421",1,3,1,1,0,2,2,3
"ENSG00000302204",3,0,0,0,1,0,0,0
"ENSG00000161860",27,29,27,17,33,23,16,18
"ENSG00000249210",119,184,168,135,201,185,150,207
"ENSG00000267076",7,7,18,11,7,8,4,12
"ENSG00000168528",336,316,249,238,486,424,681,650
"ENSG00000127125",599,594,516,503,744,614,596,667
"ENSG00000069974",247,232,134,174,275,294,202,201
"ENSG00000105486",1701,1855,3596,2178,2356,1836,2329,2721
"ENSG00000243695",0,3,0,4,12,0,0,8
"ENSG00000236876",3,1,6,2,0,1,0,4
"ENSG00000090621",4620,5494,6932,6845,6508,5122,8295,9566
"ENSG00000198105",141,196,179,220,208,177,239,214
"ENSG00000309806",1,1,3,1,0,0,2,2
"ENSG00000306878",8,9,5,7,7,7,4,6
"ENSG00000307428",0,0,0,0,0,2,0,2
"ENSG00000230638",7,8,6,2,8,7,12,6
"ENSG00000136866",120,107,60,69,133,100,78,98
"ENSG00000230607",0,0,0,0,0,0,0,1
"ENSG00000256982",0,1,1,7,0,0,2,1
"ENSG00000243915",6,8,10,14,5,8,11,12
"ENSG00000293510",355,441,766,537,437,319,642,672
"ENSG00000122477",29,29,6,23,26,7,31,17
"ENSG00000280893",634,511,1459,513,774,516,657,857
"ENSG00000183628",40,34,79,35,53,39,37,70
"ENSG00000118181",14980,13646,13826,13151,16064,12685,15294,16814
"ENSG00000226389",3,3,12,6,12,6,7,4
"ENSG00000234917",3,8,2,2,0,0,0,2
"ENSG00000243660",19,37,13,13,16,28,13,11
"ENSG00000131504",5260,7090,7809,7638,7643,6194,8509,9378
"ENSG00000065978",37733,39034,45565,45537,48254,37688,52593,55897
"ENSG00000295184",0,0,0,0,1,0,1,0
"ENSG00000303995",1,0,1,0,0,0,0,0
"ENSG00000231740",0,0,0,1,2,0,0,0
"ENSG00000227589",0,0,0,0,0,0,1,0
"ENSG00000074416",5886,8131,4536,4176,9708,8555,4311,4872
"ENSG00000107960",675,698,625,568,828,768,602,714
"ENSG00000296894",0,1,0,0,0,1,1,1
"ENSG00000175376",899,1085,1379,1034,1282,973,1366,1497
"ENSG00000255533",0,0,0,1,0,0,0,0
"ENSG00000259332",59,34,251,41,21,58,219,85
"ENSG00000103196",30,47,39,32,48,37,59,68
"ENSG00000283766",0,0,0,0,0,0,1,0
"ENSG00000165526",773,906,1277,988,994,837,1250,1256
"ENSG00000284138",0,0,0,1,0,0,0,0
"ENSG00000237613",0,0,5,0,0,0,2,0
"ENSG00000171819",3,1,3,3,8,6,11,11
"ENSG00000255305",0,0,0,1,0,1,0,0
"ENSG00000168894",1226,1021,1434,949,1230,1045,1043,1125
"ENSG00000257043",2,2,6,0,0,0,1,3
"ENSG00000243710",4,7,11,13,7,7,13,14
"ENSG00000303302",0,0,0,1,0,0,0,0
"ENSG00000269439",29,45,44,36,36,37,52,54
"ENSG00000186326",24,8,13,8,22,14,11,16
"ENSG00000234589",797,648,1878,619,791,689,722,868
"ENSG00000234147",164,184,108,138,209,183,204,194
"ENSG00000307814",27,12,10,15,14,5,9,10
"ENSG00000258712",2,1,2,0,1,3,0,0
"ENSG00000129514",1,6,5,3,15,7,14,17
"ENSG00000233547",10,14,7,7,6,7,8,7
"ENSG00000295355",1,4,1,1,3,0,3,2
"ENSG00000066322",2346,2972,2848,3287,3494,2668,3924,4440
"ENSG00000256615",0,0,0,0,1,0,0,1
"ENSG00000293683",1,0,0,0,0,0,0,0
"ENSG00000279946",0,0,0,0,1,0,0,0
"ENSG00000302595",0,2,0,0,3,2,0,2
"ENSG00000236200",22,40,53,23,45,30,51,71
"ENSG00000159377",14056,12369,15869,11730,14715,11990,13036,14914
"ENSG00000260144",0,0,0,2,0,0,0,1
"ENSG00000228495",2,0,2,1,4,3,1,2
"ENSG00000224919",2,2,3,2,1,4,5,2
"ENSG00000158773",1366,1588,2075,1435,1753,1378,1735,1790
"ENSG00000213574",49,46,182,76,65,51,65,92
"ENSG00000145214",582,643,831,556,838,631,579,720
"ENSG00000142698",0,0,0,0,0,0,1,0
"ENSG00000272843",7,7,11,6,4,2,7,2
"ENSG00000306551",0,1,0,1,0,0,0,0
"ENSG00000129255",3064,3127,4772,3708,3960,3047,4374,4710
"ENSG00000167720",121,154,135,92,216,197,105,128
"ENSG00000307169",2,5,0,2,1,4,0,5
"ENSG00000227236",1,2,0,1,0,2,0,2
"ENSG00000273143",7,12,27,20,20,10,28,45
"ENSG00000270659",5,2,1,5,2,2,2,4
"ENSG00000174807",0,2,0,0,0,1,0,0
"ENSG00000117407",26,25,26,20,19,13,17,14
"ENSG00000234502",0,1,0,0,0,0,0,2
"ENSG00000248360",2,1,0,0,1,0,2,2
"ENSG00000171872",3,6,2,4,8,1,1,1
"ENSG00000167685",637,654,1209,646,735,557,746,933
"ENSG00000110243",0,0,1,0,0,0,2,0
"ENSG00000173237",0,2,5,2,5,2,5,8
"ENSG00000308838",0,0,0,1,0,0,0,0
"ENSG00000291049",77,160,91,104,121,134,63,94
"ENSG00000228360",1,0,0,0,0,0,1,0
"ENSG00000230787",25,50,52,49,67,64,65,80
"ENSG00000259522",0,4,0,0,0,0,0,14
"ENSG00000101280",0,0,2,0,0,1,0,1
"ENSG00000182183",0,0,3,0,2,0,0,0
"ENSG00000227500",1351,1829,1373,1448,2306,1953,1927,2200
"ENSG00000290850",0,0,0,2,0,5,0,1
"ENSG00000272457",0,2,1,0,0,0,0,2
"ENSG00000296453",4,5,4,7,5,5,6,1
"ENSG00000303254",0,2,1,1,2,0,0,2
"ENSG00000122484",237,400,365,416,448,381,539,515
"ENSG00000228399",15,15,58,23,16,22,18,31
"ENSG00000244619",4,7,5,3,3,9,7,9
"ENSG00000060566",0,0,0,2,0,0,0,1
"ENSG00000285863",0,1,0,0,1,1,0,0
"ENSG00000224725",1,3,0,0,1,3,1,3
"ENSG00000213630",1,0,7,4,1,2,3,8
"ENSG00000233611",41,35,81,63,39,28,65,79
"ENSG00000103507",2265,2455,2357,2110,3024,2579,2549,3023
"ENSG00000162852",1541,2114,1210,1324,2178,1903,1543,1676
"ENSG00000288300",0,0,0,0,0,12,0,0
"ENSG00000005302",1006,1300,1378,1424,1385,1021,1497,1521
"ENSG00000135824",12,5,5,2,4,2,2,5
"ENSG00000139508",42,44,9,36,48,52,64,38
"ENSG00000139496",2169,3206,1672,2912,3396,2938,3559,3899
"ENSG00000233514",48,40,108,72,43,41,66,93
"ENSG00000235241",3,0,7,3,0,4,2,0
"ENSG00000226864",0,0,1,0,0,0,0,0
"ENSG00000271412",0,0,1,0,0,0,0,0
"ENSG00000256667",0,0,9,0,0,3,0,0
"ENSG00000233602",0,0,1,0,0,0,2,0
"ENSG00000297357",0,0,0,0,1,0,0,0
"ENSG00000031081",1338,2291,991,1032,2530,2360,877,1003
"ENSG00000258626",0,5,1,0,1,1,0,0
"ENSG00000141524",118,146,123,83,148,141,85,124
"ENSG00000306228",0,2,0,1,2,2,0,0
"ENSG00000235772",0,0,0,0,0,1,0,0
"ENSG00000222035",1,2,1,0,1,0,4,1
"ENSG00000158850",1930,1946,2256,1916,2166,1812,2017,2347
"ENSG00000294230",2,6,3,6,6,4,8,7
"ENSG00000287395",0,1,0,0,0,0,0,0
"ENSG00000257086",51,49,68,41,60,45,58,74
"ENSG00000298903",2,2,0,1,0,2,2,0
"ENSG00000115760",1382,3133,1312,1662,2818,2770,2130,2400
"ENSG00000066117",3184,4490,3598,4539,5687,4506,5362,5776
"ENSG00000226945",3,2,7,5,6,0,12,5
"ENSG00000117242",165,208,196,157,242,211,223,253
"ENSG00000291010",159,227,108,159,223,171,152,177
"ENSG00000281664",0,3,0,0,0,0,1,2
"ENSG00000253593",0,0,0,0,0,1,0,0
"ENSG00000236792",9,20,16,22,19,18,14,24
"ENSG00000162620",42,52,43,64,53,51,55,62
"ENSG00000293188",191,291,202,178,265,184,178,191
"ENSG00000298603",2,6,2,0,0,4,9,0
"ENSG00000196369",1482,2040,1251,1283,2201,1954,1642,1657
"ENSG00000224778",2,9,3,9,8,4,5,7
"ENSG00000287755",1,0,0,0,0,0,0,0
"ENSG00000145782",836,1048,900,1052,1077,900,1388,1533
"ENSG00000272701",0,1,1,2,0,0,2,0
"ENSG00000133818",443,435,375,461,592,488,778,921
"ENSG00000135821",578,735,357,389,1162,1082,830,905
"ENSG00000309666",0,0,0,0,1,0,0,0
"ENSG00000258294",0,0,0,0,0,0,0,1
"ENSG00000237718",0,0,0,0,0,0,1,0
"ENSG00000296411",0,0,0,0,1,0,0,0
"ENSG00000135406",0,6,3,0,4,3,1,1
"ENSG00000274175",0,33,0,17,3,0,41,6
"ENSG00000221044",0,1,1,0,0,0,2,0
"ENSG00000294146",2,0,0,2,2,0,1,3
"ENSG00000012171",4714,4849,5033,2722,5294,4851,2198,2352
"ENSG00000255571",0,0,0,0,0,0,0,1
"ENSG00000132740",506,762,974,690,810,614,867,904
"ENSG00000203730",0,1,2,0,0,0,0,0
"ENSG00000261405",1,0,2,2,2,0,1,0
"ENSG00000237773",2,11,6,3,5,1,8,9
"ENSG00000262833",0,1,0,0,0,0,0,0
"ENSG00000130383",0,2,0,0,0,0,0,0
"ENSG00000242439",0,0,3,0,0,2,0,0
"ENSG00000308776",1,3,3,5,5,3,19,9
"ENSG00000105227",51,68,76,33,80,81,51,77
"ENSG00000233540",1,1,0,0,1,1,1,0
"ENSG00000277494",0,0,0,0,0,0,3,2
"ENSG00000284642",2,12,2,0,1,2,1,1
"ENSG00000250114",0,0,0,0,0,0,0,1
"ENSG00000304171",0,1,0,1,2,1,0,0
"ENSG00000227969",5,7,21,17,5,5,6,12
"ENSG00000279875",0,2,0,2,1,0,0,0
"ENSG00000143776",1806,2873,1908,2192,3103,2939,2517,2637
"ENSG00000233822",7,18,11,11,8,14,7,11
"ENSG00000248746",0,0,1,1,0,3,2,1
"ENSG00000251286",0,0,0,0,0,1,0,0
"ENSG00000184254",26128,32387,34021,32646,37675,31707,37644,42352
"ENSG00000303560",0,2,1,2,4,0,0,2
"ENSG00000303550",0,2,0,0,0,0,0,0
"ENSG00000278952",2,1,5,1,3,0,1,2
"ENSG00000242169",14,8,28,11,14,9,16,17
"ENSG00000089505",2,11,16,2,5,11,5,9
"ENSG00000300192",0,0,1,0,0,0,0,0
"ENSG00000196182",744,895,1183,937,1054,826,1081,1128
"ENSG00000288867",6,6,7,6,0,10,10,9
"ENSG00000109084",1118,1327,1229,1468,1562,1405,1629,1842
"ENSG00000116731",802,1258,867,1164,1363,1151,1420,1435
"ENSG00000294418",2,4,2,2,9,0,4,7
"ENSG00000075415",14823,13655,17366,13481,16023,13356,15184,17751
"ENSG00000226938",2,6,13,3,4,2,4,15
"ENSG00000248710",0,11,0,0,5,0,0,22
"ENSG00000227076",2,0,0,0,2,0,0,2
"ENSG00000132763",1265,1385,1582,1244,1671,1441,1368,1537
"ENSG00000162408",673,738,990,778,766,675,1094,1098
"ENSG00000169598",235,284,233,256,334,282,262,322
"ENSG00000305254",0,2,1,2,0,3,0,0
"ENSG00000300864",15,14,12,14,21,13,13,13
"ENSG00000231090",1,0,0,0,1,1,1,0
"ENSG00000066827",130,216,237,254,300,238,301,298
"ENSG00000237887",1,0,0,0,0,0,0,0
"ENSG00000229857",0,0,0,0,1,0,0,0
"ENSG00000085998",2648,3172,3326,2987,3625,3292,3489,4036
"ENSG00000251556",0,0,1,0,2,1,0,1
"ENSG00000204603",0,0,2,0,0,0,0,2
"ENSG00000304733",0,0,7,4,1,3,7,6
"ENSG00000134202",493,437,502,316,491,393,401,400
"ENSG00000119715",3,6,2,6,13,10,5,7
"ENSG00000301101",0,0,1,0,0,0,0,0
"ENSG00000142892",1023,1189,935,1273,1526,1320,1545,1568
"ENSG00000162881",0,0,0,0,1,0,2,2
"ENSG00000258056",81,80,103,77,93,71,88,67
"ENSG00000132128",2596,3379,2668,3167,4156,3555,3659,4150
"ENSG00000118564",854,1071,764,1029,1275,1205,1233,1342
"ENSG00000299801",0,3,1,0,3,3,0,0
"ENSG00000289457",3,9,2,3,3,2,0,2
"ENSG00000123684",2315,3313,1868,2838,3826,3220,3447,3485
"ENSG00000165392",271,464,285,361,420,397,422,436
"ENSG00000075089",710,701,588,754,892,737,961,993
"ENSG00000106012",851,959,1355,1030,1033,780,996,1072
"ENSG00000143469",170,278,161,231,296,308,277,322
"ENSG00000260126",5,14,13,15,22,5,7,11
"ENSG00000214376",3,1,1,1,0,2,4,4
"ENSG00000307481",0,0,0,0,1,0,0,0
"ENSG00000258646",1,0,0,1,0,0,0,1
"ENSG00000280088",36,34,13,26,41,24,29,17
"ENSG00000288983",67,69,62,47,77,50,27,52
"ENSG00000279650",0,0,3,0,0,0,0,1
"ENSG00000173464",1,1,0,0,3,0,0,0
"ENSG00000298687",0,0,0,0,0,0,1,0
"ENSG00000160691",6885,10770,8984,10093,12576,10384,11961,13221
"ENSG00000117984",6446,6276,8355,5467,7529,6456,5930,6459
"ENSG00000174059",2,2,4,3,6,2,16,15
"ENSG00000137726",127,164,65,36,218,263,37,51
"ENSG00000074696",2837,3630,3348,3883,4090,3387,4553,5096
"ENSG00000100591",3493,3287,5906,4392,4588,3559,5656,6192
"ENSG00000242829",1,0,0,1,0,2,0,0
"ENSG00000049239",1282,2130,625,716,1884,1954,643,734
"ENSG00000235092",25,47,31,29,37,30,28,30
"ENSG00000183955",1687,1847,2516,2162,2365,1907,2799,3040
"ENSG00000310154",0,1,8,4,3,2,4,3
"ENSG00000110074",1650,1915,2339,1676,2179,1724,1907,2248
"ENSG00000274102",0,0,0,0,0,1,0,0
"ENSG00000229456",1,0,0,3,1,0,0,0
"ENSG00000232889",0,0,0,0,0,0,0,2
"ENSG00000291312",0,0,0,0,0,14,0,0
"ENSG00000203837",0,1,0,0,0,0,0,1
"ENSG00000081237",0,0,0,0,0,1,2,0
"ENSG00000305491",0,0,0,0,0,1,0,0
"ENSG00000117586",6,13,16,18,9,21,11,26
"ENSG00000174740",57,51,35,48,65,64,41,37
"ENSG00000249910",3,3,1,0,9,2,1,0
"ENSG00000296048",4,10,7,6,4,1,0,3
"ENSG00000242252",3,10,30,8,15,6,6,23
"ENSG00000293390",1,1,4,0,0,2,2,2
"ENSG00000298751",0,0,1,0,0,0,1,1
"ENSG00000163257",1920,2864,1774,1919,2991,2402,2333,2518
"ENSG00000254978",6,0,15,4,2,2,3,2
"ENSG00000248610",1,2,5,4,3,9,2,8
"ENSG00000272906",9,11,8,6,3,7,12,13
"ENSG00000302514",0,0,0,0,1,0,1,0
"ENSG00000296342",3,1,0,0,0,0,0,0
"ENSG00000231422",0,2,0,0,0,8,0,0
"ENSG00000166986",6784,7652,8175,7485,11244,8767,10517,11617
"ENSG00000270276",101,86,45,25,21,41,48,125
"ENSG00000250878",0,0,0,2,1,3,0,1
"ENSG00000299907",0,0,0,1,0,0,1,1
"ENSG00000131379",0,0,0,0,0,0,1,1
"ENSG00000213430",291,242,917,468,320,276,534,659
"ENSG00000227634",0,0,1,1,3,0,1,1
"ENSG00000215869",2,0,0,1,0,1,0,1
"ENSG00000289944",0,0,0,0,2,2,0,0
"ENSG00000229621",1,0,0,1,2,1,2,3
"ENSG00000232387",4,2,10,1,4,4,6,14
"ENSG00000270066",9,5,16,7,15,2,4,11
